"name_code","Kingdom_C","Phylum_C","Class_C","Order_C","Family_C","Genus_C","Species","ForestConservation","Unusual","ScientificName_C","ScientificName","Latitude","Longitude","Country_C","County_C","iPrecision ","InstitutionCode","CollectedDateTime"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/11/27 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.84","120.19","","","0","asiz","1999/11/27 1:1"
"404565","動物界","脊索動物門","鳥綱","鸛形目","鸛科","鸛屬","boyciana","I","","東方白鸛","Ciconia boyciana","23.51","120.11","","","0","asiz","1999/11/28 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.71","121.81","","","0","asiz","1999/11/28 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/11/29 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","1999/11/29 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.81","121.79","","","0","asiz","1999/12/1 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.07","120.03","","","0","asiz","1999/12/24 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.07","120.03","","","0","asiz","1999/12/24 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.84","120.19","","","0","asiz","1999/12/25 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/12/26 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","1999/12/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","1999/12/27 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.63","120.42","","","0","asiz","2000/1/19 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/1/21 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","25.21","121.68","","","0","asiz","2000/1/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/1/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/1/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.8","121.79","","","0","asiz","2000/1/23 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.72","121.8","","","0","asiz","2000/1/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/1/23 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/1/31 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/2/22 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/2/23 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/2/26 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.5","120.11","","","0","asiz","2000/2/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/2/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.8","121.79","","","0","asiz","2000/2/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/2/29 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/3/25 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/3/26 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/3/10 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/4/20 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/4/23 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/4/23 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.71","121.81","","","0","asiz","2000/5/1 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/5/5 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.07","120.04","","","0","asiz","2000/5/26 1:1"
"404565","動物界","脊索動物門","鳥綱","鸛形目","鸛科","鸛屬","boyciana","I","","東方白鸛","Ciconia boyciana","23.54","120.15","","","0","asiz","2000/5/27 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/11/29 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/2/26 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/1/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/2/26 1:1"
"404565","動物界","脊索動物門","鳥綱","鸛形目","鸛科","鸛屬","boyciana","I","","東方白鸛","Ciconia boyciana","0","0","","","0","asiz","2000/10/24 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/12/26 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","23.54","120.15","","","0","asiz","2000/11/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.51","120.11","","","0","asiz","2000/11/26 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","23.02","120.14","","","0","asiz","2000/11/29 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.01","120.14","","","0","asiz","2000/11/29 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","23.01","120.14","","","0","asiz","2000/11/29 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/10/20 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/11/6 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/11/6 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/11/6 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/11/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/11/27 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.84","120.19","","","0","asiz","2000/10/22 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.84","120.2","","","0","asiz","2000/11/26 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","1999/12/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","22.54","120.38","","","0","asiz","2000/10/29 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.54","120.37","","","0","asiz","2000/11/24 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.81","121.79","","","0","asiz","2000/11/27 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/11/26 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2000/11/26 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2000/12/23 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2001/1/28 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2001/4/24 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/4/24 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/2/24 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/2/24 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","22.45","120.44","","","0","asiz","2001/2/1 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2001/1/28 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2001/1/28 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","0","0","","","0","asiz","2001/1/28 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","0","0","","","0","asiz","2001/1/27 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.74","120.88","","","0","asiz","2001/3/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.74","120.88","","","0","asiz","2001/3/25 1:1"
"380434","動物界","脊索動物門","鳥綱","雀形目","麻雀科","麻雀屬","rutilans","I","","山麻雀;紅雀;桂色雀","Passer rutilans","0","0","","","0","asiz","2001/3/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.82","121.77","","","0","asiz","2001/2/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.82","121.78","","","0","asiz","2001/1/21 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.81","121.79","","","0","asiz","2001/3/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.81","121.79","","","0","asiz","2001/2/25 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.81","121.79","","","0","asiz","2001/1/21 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.72","121.8","","","0","asiz","2001/4/14 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.7","121.81","","","0","asiz","2001/3/25 1:1"
"380155","動物界","脊索動物門","鳥綱","鸛形目","隼科","隼屬","peregrinus","I","","遊隼;隼","Falco peregrinus","24.71","121.82","","","0","asiz","2001/1/20 1:1"
"380259","動物界","脊索動物門","鳥綱","鸛形目","鹮科","琵鷺屬","minor","I","","黑面琵鷺;黑臉琵鷺","Platalea minor","24.7","121.81","","","0","asiz","2000/12/24 1:1"
"382788","動物界","脊索動物門","條鰭魚綱","鮭形目","鮭科","鈎吻鮭屬","formosanus","I","","臺灣鈎吻鮭;台灣大麻哈魚;台灣鮭;梨山鮭;櫻花鈎吻鮭;台灣鱒;大甲鱒;梨山鱒","Oncorhynchus masou formosanus","24.4","121.32","","","10000","asiz","1996/7/31 1:1"
"382788","動物界","脊索動物門","條鰭魚綱","鮭形目","鮭科","鈎吻鮭屬","formosanus","I","","臺灣鈎吻鮭;台灣大麻哈魚;台灣鮭;梨山鮭;櫻花鈎吻鮭;台灣鱒;大甲鱒;梨山鱒","Oncorhynchus masou formosanus","24.4","121.32","","","10000","asiz","2002/9/21 1:1"
"380525","","","","","","","thibetanus","I","","臺灣黑熊;黑熊","Ursus thibetanus formosanus","22.06","120.94","","","100","Forestry bureau","2002/3/28 9:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/7/25 23:45"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/8/4 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/7/7 23:50"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/8/7 21:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/7/6 20:20"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/9/4 21:20"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/8/21 3:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/8/20 3:45"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/20 20:53"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/25 20:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/6/28 20:2"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/22 20:15"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/31 20:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/23 20:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/25 19:40"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/23 21:45"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/30 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/20 20:53"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/18 21:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/13 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/29 0:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/1 20:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/11 20:5"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/28 23:20"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/20 21:20"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/21 22:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/6 21:40"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/9/5 20:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.36","119.48","","","10","Forestry bureau","2002/9/6 20:45"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.36","119.48","","","10","Forestry bureau","2002/8/4 20:8"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.36","119.48","","","10","Forestry bureau","2002/7/2 2:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.36","119.48","","","10","Forestry bureau","2002/7/24 0:37"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.36","119.48","","","10","Forestry bureau","2002/7/17 4:21"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/8/22 0:26"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/3 19:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/13 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/10 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/13 20:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/9/3 20:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/7/18 2:5"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/7/22 22:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.37","119.48","","","10","Forestry bureau","2002/9/21 22:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/8/23 0:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","23.35","119.48","","","10","Forestry bureau","2002/7/27 1:15"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/31 20:10"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/9 19:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/29 1:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/20 20:53"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/25 20:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/13 19:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/9 21:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/9/3 2:30"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/9/3 23:0"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/7 23:20"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/7/10 2:9"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/8/10 20:45"
"380615","","","","","","","mydas","I","","綠蠵龜;綠海龜;海龜","Chelonia mydas","22.02","121.54","","","10","Forestry bureau","2002/6/29 22:13"
